                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.0692,                0.77501,                0.97721,                0.99085,                0.88639,                0.91744,                0.57038,                 1.0973,                0.70335,                0.95498,              0.0014937,              0.0014937,              0.0014937
                     23,                 1.1487,                0.77315,                 1.0146,                0.98189,                0.88889,                0.92324,                0.60164,                 1.0075,                0.64711,                 0.9194,              0.0014855,              0.0014855,              0.0014855
                     24,                 1.0759,                0.76166,                0.96537,                0.94834,                0.89373,                0.95187,                0.57273,                 1.0381,                0.65239,                0.94743,              0.0014772,              0.0014772,              0.0014772
                     25,                 1.1063,                 0.7538,                0.99063,                0.90994,                0.96527,                0.96115,                0.55794,                 1.1596,                0.69866,                0.97255,               0.001469,               0.001469,               0.001469
                     26,                 1.1396,                0.72399,                0.99973,                0.95908,                0.97222,                0.97149,                0.59862,                 1.0235,                0.58741,                0.92959,              0.0014607,              0.0014607,              0.0014607
                     27,                 1.1153,                0.74279,                 1.0016,                0.88518,                0.88889,                0.89847,                 0.5975,                 1.0286,                0.60768,                0.92261,              0.0014525,              0.0014525,              0.0014525
                     28,                 1.1125,                0.70175,                0.98711,                0.90714,                 0.9351,                0.90871,                0.58984,                 1.0346,                 0.6607,                0.91816,              0.0014442,              0.0014442,              0.0014442
                     29,                 1.1032,                0.72072,                0.97136,                0.93021,                0.88889,                0.91926,                0.60808,                 1.0166,                0.62457,                0.92285,               0.001436,               0.001436,               0.001436
                     30,                 1.0412,                0.66391,                0.96184,                0.92637,                0.93211,                 0.9728,                 0.6285,                 1.0242,                 0.6257,                0.92807,              0.0014277,              0.0014277,              0.0014277
                     31,                 1.0028,                0.66699,                0.95957,                0.97855,                0.97222,                0.97402,                0.62085,                 1.0283,                0.56963,                0.91943,              0.0014195,              0.0014195,              0.0014195
                     32,                 1.0063,                0.61894,                0.94094,                0.95151,                0.90378,                0.94501,                0.60078,                 1.0197,                0.61431,                 0.9158,              0.0014112,              0.0014112,              0.0014112
                     33,                 1.0771,                0.66584,                0.99035,                0.98134,                0.91667,                0.96387,                0.59501,                 1.0507,                0.58548,                0.91363,              0.0014029,              0.0014029,              0.0014029
                     34,                 1.0575,                0.61553,                0.98255,                0.92642,                0.91741,                0.95442,                0.59147,                  1.038,                0.56963,                0.91683,              0.0013947,              0.0013947,              0.0013947
                     35,                  1.059,                0.62654,                0.95074,                0.91134,                0.96652,                0.94668,                 0.5835,                 1.0134,                0.53878,                 0.9086,              0.0013864,              0.0013864,              0.0013864
                     36,                 1.0333,                0.63973,                 0.9674,                0.98019,                0.94444,                0.97045,                0.60182,                 1.0367,                0.56936,                 0.9227,              0.0013782,              0.0013782,              0.0013782
                     37,                 1.0747,                0.65399,                0.98324,                0.98925,                0.83173,                0.89836,                0.59384,                 1.0308,                0.59886,                0.90765,              0.0013699,              0.0013699,              0.0013699
                     38,                 1.0762,                 0.6502,                0.97776,                0.90996,                 0.9691,                0.96081,                0.60042,                 1.0467,                0.56331,                0.91894,              0.0013617,              0.0013617,              0.0013617
                     39,                  1.072,                0.65315,                0.99499,                0.97199,                0.97222,                0.97469,                0.58939,                 1.0552,                0.53188,                0.91659,              0.0013534,              0.0013534,              0.0013534
                     40,                 1.0409,                 0.6471,                0.96679,                0.96742,                0.97222,                0.97108,                0.64319,                0.99898,                0.54202,                 0.9018,              0.0013452,              0.0013452,              0.0013452
                     41,                 1.0103,                0.62327,                0.96988,                0.94078,                0.95204,                0.95568,                0.62344,                0.96233,                0.58245,                0.90966,              0.0013369,              0.0013369,              0.0013369
                     42,                 1.0173,                0.60254,                0.94436,                0.92895,                0.94444,                0.92945,                0.59661,                 1.0322,                0.53093,                0.92181,              0.0013287,              0.0013287,              0.0013287
                     43,                 1.0438,                 0.6299,                0.97438,                 0.9603,                0.97222,                0.96681,                0.62354,                 1.0149,                0.56681,                 0.9111,              0.0013204,              0.0013204,              0.0013204
                     44,                 1.0734,                0.64962,                0.98893,                0.92706,                0.94267,                0.91989,                0.60896,                 1.0373,                0.54422,                0.91956,              0.0013122,              0.0013122,              0.0013122
                     45,                 1.0955,                0.60724,                 0.9776,                0.93658,                0.96686,                0.95724,                0.63193,                 1.0151,                0.52617,                0.90323,              0.0013039,              0.0013039,              0.0013039
                     46,                0.99355,                0.60637,                0.96462,                0.93113,                0.97222,                0.94578,                0.59257,                0.99923,                0.49346,                0.90888,              0.0012957,              0.0012957,              0.0012957
                     47,                 1.0927,                0.64271,                0.98366,                 0.9397,                0.95796,                0.94977,                0.60444,                0.97581,                 0.5289,                0.90898,              0.0012874,              0.0012874,              0.0012874
                     48,                 1.0064,                0.60373,                0.95669,                0.86535,                0.92286,                 0.9093,                0.61239,                0.97972,                0.51298,                0.90348,              0.0012792,              0.0012792,              0.0012792
                     49,                 1.0042,                0.61769,                0.94946,                0.96635,                0.97157,                0.96649,                0.64106,                0.98989,                0.51263,                0.91446,              0.0012709,              0.0012709,              0.0012709
                     50,                0.99459,                0.61625,                0.95043,                0.97006,                0.97124,                0.96558,                0.62542,                0.97181,                0.59892,                0.90525,              0.0012627,              0.0012627,              0.0012627
                     51,                0.99442,                0.57702,                0.95008,                0.95017,                0.97222,                0.95975,                0.63164,                 1.0028,                0.50151,                0.91813,              0.0012544,              0.0012544,              0.0012544
                     52,                 1.0189,                0.59525,                0.94458,                0.96138,                0.97222,                 0.9538,                0.64536,                0.97905,                0.50798,                0.91519,              0.0012462,              0.0012462,              0.0012462
                     53,                0.98902,                0.58604,                0.93654,                0.95879,                0.97222,                 0.9558,                0.60099,                 1.0623,                0.48447,                 0.9299,              0.0012379,              0.0012379,              0.0012379
                     54,                 1.0183,                0.62572,                0.95211,                0.96032,                0.97222,                0.95765,                0.61768,                 1.1289,                0.54111,                0.93308,              0.0012297,              0.0012297,              0.0012297
                     55,                 1.0086,                 0.6073,                0.94462,                 0.9551,                0.97222,                0.94972,                0.58782,                 1.0389,                0.51081,                 0.9179,              0.0012214,              0.0012214,              0.0012214
                     56,                 1.0737,                0.61881,                0.96152,                0.95492,                0.97222,                0.95435,                0.61537,                0.98737,                0.50877,                0.90261,              0.0012132,              0.0012132,              0.0012132
                     57,                 1.0347,                0.64913,                0.96444,                0.95851,                0.97222,                0.96689,                0.64177,                0.99259,                0.51276,                0.90939,              0.0012049,              0.0012049,              0.0012049
                     58,                 1.0004,                0.58304,                0.94566,                0.95131,                0.97222,                0.96716,                0.66088,                0.97859,                  0.511,                0.91082,              0.0011967,              0.0011967,              0.0011967
                     59,                0.97865,                0.62727,                0.93957,                0.95542,                0.97222,                0.96605,                0.60696,                0.97682,                 0.4987,                 0.9129,              0.0011884,              0.0011884,              0.0011884
                     60,                 1.0282,                0.57165,                0.96515,                0.96033,                0.97222,                0.96575,                0.62976,                0.97439,                0.49475,                0.90084,              0.0011802,              0.0011802,              0.0011802
                     61,                0.95242,                0.56075,                0.93652,                0.95088,                0.97222,                0.94992,                0.61529,                 0.9623,                0.47834,                0.89173,              0.0011719,              0.0011719,              0.0011719
                     62,                0.95048,                 0.5461,                0.93624,                0.85406,                0.97222,                0.90492,                0.61163,                0.92969,                0.47533,                0.89226,              0.0011636,              0.0011636,              0.0011636
                     63,                0.94044,                0.53747,                0.94073,                0.96024,                0.94437,                0.95366,                0.58534,                0.97546,                0.50242,                0.90275,              0.0011554,              0.0011554,              0.0011554
                     64,                0.98485,                0.54708,                0.96073,                0.92347,                0.94444,                0.90645,                 0.5419,                0.98903,                0.50053,                0.90841,              0.0011471,              0.0011471,              0.0011471
                     65,                0.96462,                0.54919,                0.90961,                0.95574,                0.97222,                0.95818,                 0.6135,                  1.058,                0.49774,                 0.9097,              0.0011389,              0.0011389,              0.0011389
                     66,                 0.9621,                0.55054,                0.93163,                0.95648,                0.97222,                0.95973,                0.64559,                 1.0228,                0.49487,                0.91568,              0.0011306,              0.0011306,              0.0011306
                     67,                0.98183,                0.55067,                 0.9225,                0.95749,                0.97222,                0.96338,                0.63421,                0.99586,                0.48321,                0.90393,              0.0011224,              0.0011224,              0.0011224
                     68,                0.94209,                 0.5477,                0.92286,                0.94502,                0.94444,                0.94101,                0.62116,                 1.0074,                0.48384,                0.90849,              0.0011141,              0.0011141,              0.0011141
                     69,                0.95968,                0.53322,                0.93266,                0.93282,                0.94444,                0.93348,                0.58859,                 1.0708,                0.50496,                0.93989,              0.0011059,              0.0011059,              0.0011059
                     70,                 1.0004,                0.54691,                0.94443,                0.95882,                0.97222,                  0.966,                0.59993,                 1.0273,                0.48754,                0.92262,              0.0010976,              0.0010976,              0.0010976
                     71,                0.97888,                0.55951,                0.94877,                0.90763,                0.94444,                0.91125,                0.58299,                  1.055,                0.48947,                0.92477,              0.0010894,              0.0010894,              0.0010894
                     72,                0.98483,                0.55318,                0.93981,                0.98089,                0.94444,                0.96169,                0.60709,                0.99969,                0.47412,                0.91067,              0.0010811,              0.0010811,              0.0010811
                     73,                0.97131,                0.54397,                0.92671,                0.92953,                0.91667,                0.90258,                0.57985,                  1.109,                0.51692,                 0.9134,              0.0010729,              0.0010729,              0.0010729
                     74,                0.93331,                0.56624,                0.93861,                0.96235,                0.97108,                0.95997,                0.60493,                 0.9622,                0.47968,                0.89016,              0.0010646,              0.0010646,              0.0010646
                     75,                0.99854,                0.57383,                0.94071,                0.95956,                0.97222,                0.95994,                0.63357,                0.96905,                0.46343,                 0.8946,              0.0010564,              0.0010564,              0.0010564
                     76,                0.96747,                0.52293,                0.93122,                0.96277,                0.97222,                0.96625,                0.64354,                0.94389,                0.46224,                 0.9032,              0.0010481,              0.0010481,              0.0010481
                     77,                0.93736,                0.53215,                 0.9301,                0.96223,                0.97222,                0.95657,                0.66914,                 0.8903,                0.44452,                0.88613,              0.0010399,              0.0010399,              0.0010399
                     78,                0.92937,                0.52833,                0.92922,                0.96232,                0.97222,                0.95707,                0.60454,                0.99367,                0.46102,                0.90224,              0.0010316,              0.0010316,              0.0010316
                     79,                0.93888,                0.51594,                0.93188,                0.93573,                0.97222,                0.95963,                0.63829,                0.95096,                0.45455,                 0.8977,              0.0010234,              0.0010234,              0.0010234
                     80,                0.95223,                0.51999,                0.94745,                0.96024,                0.97016,                0.96041,                0.64376,                0.96016,                0.44058,                0.89762,              0.0010151,              0.0010151,              0.0010151
                     81,                0.92469,                0.50908,                0.91801,                0.95992,                0.97222,                0.96636,                 0.6518,                0.96714,                0.45458,                0.89988,              0.0010069,              0.0010069,              0.0010069
                     82,                 0.9552,                0.53134,                0.93667,                0.96173,                0.97222,                0.96931,                0.67941,                0.94497,                0.42629,                0.89298,             0.00099862,             0.00099862,             0.00099862
                     83,                0.91487,                0.48334,                0.93656,                0.96205,                0.97222,                0.96775,                0.64643,                0.95333,                0.41862,                0.89361,             0.00099036,             0.00099036,             0.00099036
                     84,                0.92632,                0.51969,                0.91455,                0.96282,                0.97222,                0.96653,                0.64214,                0.94537,                0.41982,                0.89163,             0.00098211,             0.00098211,             0.00098211
                     85,                0.87566,                0.52754,                0.92273,                0.95298,                0.97222,                0.96811,                0.64017,                0.96891,                0.42636,                0.89949,             0.00097386,             0.00097386,             0.00097386
                     86,                0.93928,                0.49667,                0.92886,                0.95779,                0.97222,                0.96702,                0.63472,                0.98578,                0.45184,                0.90724,             0.00096561,             0.00096561,             0.00096561
                     87,                0.94271,                0.51758,                0.91445,                0.96258,                0.97222,                 0.9536,                0.61545,                  1.028,                0.46176,                0.91321,             0.00095736,             0.00095736,             0.00095736
                     88,                0.91863,                0.48104,                0.91956,                0.95916,                0.97222,                0.95419,                0.62461,                 1.0112,                0.43792,                0.91282,             0.00094911,             0.00094911,             0.00094911
                     89,                0.92614,                0.48325,                0.92394,                0.95566,                0.97222,                0.94798,                0.59404,                 1.0855,                 0.4798,                0.91287,             0.00094085,             0.00094085,             0.00094085
                     90,                 0.9221,                0.50914,                0.92813,                0.95936,                0.97222,                0.95022,                0.62682,                 1.0113,                0.43396,                 0.9045,              0.0009326,              0.0009326,              0.0009326
                     91,                0.93449,                0.53028,                0.92111,                0.96195,                0.97222,                0.95192,                0.62503,                 1.0232,                0.45423,                0.90469,             0.00092435,             0.00092435,             0.00092435
                     92,                0.92689,                0.52478,                0.93415,                0.96183,                0.97222,                0.95975,                0.60604,                 1.0264,                0.47936,                0.90779,              0.0009161,              0.0009161,              0.0009161
                     93,                0.86638,                0.48602,                0.92934,                0.95404,                0.94444,                0.93308,                0.60675,                 1.0204,                0.46754,                0.90362,             0.00090785,             0.00090785,             0.00090785
                     94,                0.90729,                0.49388,                0.92692,                 0.9325,                0.94444,                0.93282,                 0.6246,                 0.9759,                0.43509,                0.90111,              0.0008996,              0.0008996,              0.0008996
                     95,                0.93006,                0.59261,                0.93041,                0.96291,                0.97222,                0.96126,                0.63717,                0.97588,                0.43708,                 0.9001,             0.00089134,             0.00089134,             0.00089134
                     96,                0.84516,                0.45796,                0.92537,                0.96275,                0.97222,                 0.9655,                0.64865,                0.98016,                0.43475,                0.90428,             0.00088309,             0.00088309,             0.00088309
                     97,                0.88589,                0.48015,                0.90039,                0.95899,                0.97066,                0.95569,                0.61322,                0.98599,                0.42619,                0.90483,             0.00087484,             0.00087484,             0.00087484
                     98,                0.84611,                0.46441,                 0.8999,                0.95771,                0.96923,                0.95905,                0.60576,                 1.0012,                0.45676,                0.91201,             0.00086659,             0.00086659,             0.00086659
                     99,                0.86694,                0.46676,                0.91491,                0.92985,                0.94229,                0.89826,                0.60328,                0.99129,                0.46337,                0.90822,             0.00085834,             0.00085834,             0.00085834
                    100,                0.87367,                 0.4792,                0.90424,                0.96078,                0.97122,                0.96041,                0.60337,                 1.0252,                0.46747,                0.91357,             0.00085009,             0.00085009,             0.00085009
                    101,                 0.9285,                 0.4943,                0.94486,                0.96057,                0.96755,                0.95921,                 0.6268,                0.97019,                 0.4239,                0.90695,             0.00084184,             0.00084184,             0.00084184
                    102,                0.83655,                0.46221,                0.89657,                 0.9533,                0.97222,                0.95939,                0.62962,                0.96956,                0.43709,                0.90405,             0.00083358,             0.00083358,             0.00083358
                    103,                 0.8643,                 0.4616,                0.91925,                0.96868,                0.97222,                 0.9528,                0.64451,                0.93696,                0.44105,                 0.8975,             0.00082533,             0.00082533,             0.00082533
                    104,                0.83552,                0.46552,                0.90061,                0.96118,                0.97222,                0.95131,                0.63116,                0.93068,                0.43495,                0.89998,             0.00081708,             0.00081708,             0.00081708
                    105,                0.86281,                0.48077,                0.91219,                0.96157,                0.97222,                0.95608,                0.60814,                0.97998,                0.44457,                0.90479,             0.00080883,             0.00080883,             0.00080883
                    106,                0.87967,                0.46598,                0.90531,                0.96232,                0.97222,                0.95467,                0.62837,                0.96044,                0.44385,                0.89813,             0.00080058,             0.00080058,             0.00080058
                    107,                0.86801,                0.48684,                0.90463,                0.96026,                0.97222,                0.95755,                0.63904,                0.93114,                 0.4154,                0.89272,             0.00079233,             0.00079233,             0.00079233
                    108,                0.84395,                0.48428,                0.90406,                0.96303,                0.97222,                0.95772,                0.64637,                0.93872,                0.41401,                0.89293,             0.00078407,             0.00078407,             0.00078407
                    109,                0.86457,                0.49038,                0.89709,                0.96271,                0.97222,                0.96537,                0.65017,                0.97789,                0.45455,                 0.8994,             0.00077582,             0.00077582,             0.00077582
                    110,                0.84836,                0.47166,                0.90835,                0.95986,                0.97222,                 0.9636,                0.64147,                 0.9822,                0.45064,                0.89976,             0.00076757,             0.00076757,             0.00076757
                    111,                0.84646,                0.46287,                0.90377,                0.96177,                0.97222,                0.96466,                0.63333,                0.96783,                0.41183,                0.89611,             0.00075932,             0.00075932,             0.00075932
                    112,                0.85424,                0.53975,                0.89547,                0.96171,                0.97222,                 0.9676,                0.61503,                0.98445,                0.42781,                  0.899,             0.00075107,             0.00075107,             0.00075107
                    113,                0.84625,                0.45285,                0.91721,                0.96291,                0.97222,                0.96717,                0.64367,                0.96045,                0.43361,                0.89457,             0.00074282,             0.00074282,             0.00074282
                    114,                0.89912,                0.49278,                0.91007,                0.96347,                0.97222,                0.96374,                0.65795,                0.94331,                0.42876,                0.89762,             0.00073456,             0.00073456,             0.00073456
                    115,                0.84026,                0.46495,                0.90621,                0.96229,                0.97222,                0.96532,                0.66174,                0.92684,                0.40861,                0.89723,             0.00072631,             0.00072631,             0.00072631
                    116,                0.83738,                0.45675,                0.88864,                 0.9614,                0.97222,                0.96778,                0.65885,                0.95463,                0.41641,                0.89657,             0.00071806,             0.00071806,             0.00071806
                    117,                0.82215,                0.45634,                0.90453,                0.96173,                0.97222,                 0.9627,                0.65708,                0.94942,                0.40682,                0.89289,             0.00070981,             0.00070981,             0.00070981
                    118,                0.85425,                0.45404,                0.89928,                 0.9585,                0.97222,                0.95624,                0.64148,                0.97154,                0.43213,                0.89621,             0.00070156,             0.00070156,             0.00070156
                    119,                0.83347,                0.46381,                0.89781,                0.96302,                0.97222,                0.94947,                0.62335,                0.90797,                0.40864,                0.88147,             0.00069331,             0.00069331,             0.00069331
                    120,                0.82433,                0.43814,                0.89933,                0.96328,                0.97222,                 0.9507,                  0.639,                0.90856,                0.41766,                0.88173,             0.00068505,             0.00068505,             0.00068505
                    121,                 0.8462,                0.46676,                0.90946,                 0.9625,                0.97222,                0.96177,                0.62445,                0.93136,                0.40149,                0.89002,              0.0006768,              0.0006768,              0.0006768
                    122,                0.86219,                 0.4496,                0.92465,                0.96225,                0.97222,                0.96981,                0.63789,                0.91278,                0.40265,                0.88969,             0.00066855,             0.00066855,             0.00066855
                    123,                0.84649,                0.46527,                0.90608,                0.98151,                0.97222,                0.97417,                0.66438,                0.90998,                0.41996,                0.88721,              0.0006603,              0.0006603,              0.0006603
                    124,                0.80325,                0.44486,                0.87101,                0.97957,                0.97222,                0.97417,                0.65808,                0.91692,                0.40818,                0.88595,             0.00065205,             0.00065205,             0.00065205
                    125,                0.77225,                 0.4266,                0.88709,                0.97535,                0.97222,                0.97359,                0.67924,                0.91486,                0.40927,                0.88294,              0.0006438,              0.0006438,              0.0006438
                    126,                0.83953,                0.46271,                0.89707,                 0.9681,                0.97222,                0.97359,                0.68818,                0.88892,                0.41161,                0.88247,             0.00063554,             0.00063554,             0.00063554
                    127,                0.77451,                0.52786,                0.90578,                0.97775,                0.97222,                0.97376,                0.64519,                0.92543,                 0.4216,                0.89327,             0.00062729,             0.00062729,             0.00062729
                    128,                0.77726,                0.48705,                0.88859,                 0.9586,                0.97222,                0.97229,                0.62338,                0.95764,                0.42796,                0.89835,             0.00061904,             0.00061904,             0.00061904
                    129,                0.81914,                0.45261,                0.89096,                0.96258,                0.97222,                0.96904,                0.62736,                0.97972,                0.43226,                0.90013,             0.00061079,             0.00061079,             0.00061079
                    130,                0.84395,                0.44193,                0.89981,                0.96314,                0.97222,                0.97097,                  0.623,                0.96902,                0.43923,                0.89734,             0.00060254,             0.00060254,             0.00060254
                    131,                0.83619,                0.44715,                    0.9,                0.95955,                0.97222,                0.97077,                0.65254,                0.94662,                0.39959,                0.88885,             0.00059429,             0.00059429,             0.00059429
                    132,                0.81763,                0.43908,                0.89154,                0.96189,                0.97222,                0.96881,                0.66613,                0.94292,                0.39353,                0.88337,             0.00058603,             0.00058603,             0.00058603
                    133,                0.84065,                0.47647,                0.89038,                0.96287,                0.97222,                0.96785,                0.63867,                0.94095,                0.40227,                0.88931,             0.00057778,             0.00057778,             0.00057778
                    134,                0.81533,                0.44978,                0.89135,                0.96455,                0.97222,                0.96771,                0.62687,                 0.9694,                0.42387,                0.88929,             0.00056953,             0.00056953,             0.00056953
                    135,                0.84065,                0.45333,                0.90847,                0.97017,                0.97222,                0.96867,                0.63412,                 0.9574,                0.40408,                0.88955,             0.00056128,             0.00056128,             0.00056128
                    136,                0.76157,                0.40309,                0.88152,                0.96989,                0.97222,                 0.9635,                0.65888,                0.91985,                 0.4029,                 0.8899,             0.00055303,             0.00055303,             0.00055303
                    137,                0.80724,                0.41487,                0.90027,                  0.969,                0.97222,                0.96618,                0.66598,                 0.8868,                0.39665,                0.87914,             0.00054478,             0.00054478,             0.00054478
                    138,                0.81081,                0.43766,                0.87575,                0.97013,                0.97222,                0.96771,                0.65076,                0.92413,                  0.391,                 0.8807,             0.00053652,             0.00053652,             0.00053652
                    139,                0.83345,                0.44881,                0.88791,                0.96957,                0.97222,                0.96771,                0.63891,                0.96125,                0.38098,                0.88876,             0.00052827,             0.00052827,             0.00052827
                    140,                0.82032,                0.42665,                0.89315,                0.97003,                0.97222,                0.97236,                0.65168,                0.91381,                0.38175,                0.88472,             0.00052002,             0.00052002,             0.00052002
                    141,                0.74225,                0.42871,                0.88551,                0.96877,                0.97222,                0.97127,                0.63866,                0.91891,                0.39657,                0.89085,             0.00051177,             0.00051177,             0.00051177
                    142,                0.80384,                0.44544,                0.87825,                0.96945,                0.97222,                0.97112,                0.63985,                0.92289,                0.40474,                0.88962,             0.00050352,             0.00050352,             0.00050352
                    143,                0.74894,                0.42538,                0.87456,                0.96991,                0.97222,                0.96453,                0.65005,                0.91999,                0.38134,                0.89231,             0.00049527,             0.00049527,             0.00049527
                    144,                0.77257,                0.41672,                0.86894,                0.96971,                0.97222,                0.96605,                0.65861,                0.92664,                  0.373,                0.88774,             0.00048701,             0.00048701,             0.00048701
                    145,                0.79315,                 0.4232,                0.88791,                0.96446,                0.97222,                0.96892,                0.66258,                0.94767,                0.38649,                0.88383,             0.00047876,             0.00047876,             0.00047876
                    146,                0.74511,                0.40099,                0.88061,                0.96605,                0.97222,                0.97333,                0.66793,                0.93029,                0.38552,                0.88379,             0.00047051,             0.00047051,             0.00047051
                    147,                0.75592,                0.40571,                0.86295,                0.96531,                0.97222,                0.97348,                0.66279,                0.96133,                0.39831,                0.89024,             0.00046226,             0.00046226,             0.00046226
                    148,                0.73663,                0.43466,                0.87635,                0.96731,                0.97222,                0.97343,                0.66071,                0.95923,                0.42223,                0.89122,             0.00045401,             0.00045401,             0.00045401
                    149,                0.78813,                0.42195,                0.88721,                0.96426,                0.97222,                0.97171,                0.63403,                0.97095,                0.43312,                0.89222,             0.00044576,             0.00044576,             0.00044576
                    150,                0.77449,                0.40879,                0.87199,                0.96436,                0.97222,                0.97203,                0.64667,                0.94723,                0.39967,                0.88823,              0.0004375,              0.0004375,              0.0004375
                    151,                0.73789,                0.40899,                0.87359,                0.96228,                0.97222,                0.96672,                0.63941,                0.93177,                0.38035,                 0.8897,             0.00042925,             0.00042925,             0.00042925
                    152,                0.75919,                0.39914,                0.88941,                0.95751,                0.97222,                0.96664,                0.64224,                 0.9325,                0.38232,                0.88779,               0.000421,               0.000421,               0.000421
                    153,                0.76925,                0.41704,                0.88448,                 0.9621,                0.97222,                0.96358,                0.64395,                0.91685,                0.37658,                0.88444,             0.00041275,             0.00041275,             0.00041275
                    154,                0.75058,                0.39547,                0.86416,                0.96367,                0.97222,                0.96334,                0.65866,                0.95016,                0.38401,                0.88944,              0.0004045,              0.0004045,              0.0004045
                    155,                 0.7531,                0.39047,                 0.8856,                0.96534,                0.97222,                0.96632,                0.65061,                0.94184,                0.39842,                0.88877,             0.00039625,             0.00039625,             0.00039625
                    156,                0.76488,                0.41991,                0.88326,                0.96498,                0.97222,                 0.9693,                 0.6433,                0.92544,                0.40201,                0.88475,             0.00038799,             0.00038799,             0.00038799
                    157,                 0.7614,                0.39696,                0.92126,                0.96416,                0.97222,                0.96655,                0.64143,                0.93647,                0.39527,                0.88735,             0.00037974,             0.00037974,             0.00037974
