                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.73601,                0.40917,                 0.8647,                0.97011,                0.97222,                0.96969,                 0.6474,                0.95652,                0.40325,                0.88959,             0.00037149,             0.00037149,             0.00037149
                    159,                0.73596,                0.41035,                0.87075,                0.96698,                0.97222,                0.97417,                0.66086,                0.92374,                0.39578,                0.89098,             0.00036324,             0.00036324,             0.00036324
                    160,                0.73291,                0.40326,                0.88157,                0.96584,                0.97222,                 0.9741,                0.64986,                0.92131,                0.37979,                0.88963,             0.00035499,             0.00035499,             0.00035499
                    161,                0.71484,                0.39887,                0.87251,                0.97639,                0.97222,                 0.9741,                0.63584,                0.96165,                0.38785,                0.89714,             0.00034674,             0.00034674,             0.00034674
                    162,                 0.7432,                0.41038,                0.86307,                0.98326,                0.97222,                0.97403,                0.63574,                0.97522,                0.40705,                0.89975,             0.00033848,             0.00033848,             0.00033848
                    163,                0.71312,                0.39616,                0.88143,                0.97194,                0.97222,                0.97383,                0.64742,                 0.9559,                0.40818,                0.89156,             0.00033023,             0.00033023,             0.00033023
                    164,                0.72347,                0.38865,                0.87453,                0.96907,                0.97222,                0.97396,                0.65526,                0.93801,                0.39081,                0.88678,             0.00032198,             0.00032198,             0.00032198
                    165,                0.69307,                0.38969,                0.87271,                0.97035,                0.97222,                0.97403,                0.65855,                0.94513,                 0.3837,                0.89055,             0.00031373,             0.00031373,             0.00031373
                    166,                0.73045,                0.38876,                0.87872,                0.96753,                0.97222,                0.97396,                0.65213,                0.97672,                0.39481,                0.89573,             0.00030548,             0.00030548,             0.00030548
                    167,                0.71689,                0.39617,                0.87962,                0.96675,                0.97222,                 0.9741,                0.65138,                0.95323,                0.39469,                0.89076,             0.00029723,             0.00029723,             0.00029723
                    168,                0.69473,                0.39929,                0.86289,                0.96764,                0.97222,                0.97425,                0.65352,                0.93754,                0.38583,                0.89195,             0.00028897,             0.00028897,             0.00028897
                    169,                0.69963,                 0.3868,                0.87053,                 0.9683,                0.97222,                 0.9741,                0.67232,                0.92809,                0.37764,                0.88783,             0.00028072,             0.00028072,             0.00028072
                    170,                 0.6971,                0.38416,                0.88217,                0.96835,                0.97222,                 0.9745,                0.66622,                0.93741,                0.38917,                0.88952,             0.00027247,             0.00027247,             0.00027247
                    171,                0.70198,                0.36985,                0.88813,                0.97063,                0.97222,                0.97488,                0.66393,                0.94363,                0.38443,                0.89295,             0.00026422,             0.00026422,             0.00026422
                    172,                0.69529,                0.36201,                  0.884,                0.98136,                0.97222,                0.97488,                0.65251,                0.96205,                0.38238,                0.89521,             0.00025597,             0.00025597,             0.00025597
                    173,                0.72972,                0.40482,                0.88216,                0.98325,                0.97222,                0.97468,                0.65189,                0.96836,                0.38634,                0.89661,             0.00024772,             0.00024772,             0.00024772
                    174,                0.65463,                  0.362,                0.85912,                0.98437,                0.97222,                0.97468,                0.64672,                0.96848,                0.38382,                0.89573,             0.00023946,             0.00023946,             0.00023946
                    175,                0.72135,                0.37411,                0.85932,                0.98036,                0.97222,                0.97478,                0.65414,                  0.956,                0.38687,                0.89699,             0.00023121,             0.00023121,             0.00023121
                    176,                0.66139,                0.35528,                0.87777,                0.97951,                0.97222,                0.97478,                0.65264,                0.93681,                0.37419,                0.89377,             0.00022296,             0.00022296,             0.00022296
